player_id,miejscowosc,lat,lon,km_do_opola,spoza_regionu
168086d5-bea0-4d1a-91e2-8bfe015103f2,Kędzierzyn-Koźle,50.3494,18.2263,42.0,False
16a167c6-e58a-48dd-8a02-2ea0c01f716a,Branice,50.05,17.8,70.0,False
16a63d14-ac5a-4aab-be61-8bb0471750e8,Kępa,50.68,17.98,4.0,False
16b6ee20-e126-47d8-aea0-f89373a8c0f5,Częstochowa,,,,True
16c6ab53-ce41-4e37-83ad-94b34c580996,Nowiny,,,,True
16e2669c-5bd2-48ad-b41a-96d442588a2d,Myślenice,,,,True
1710effe-c02d-4118-af7e-e6116b735cb3,NOWY SĄCZ,,,,True
17114a23-2fd3-409c-8aa2-4ab02882c063,Kietrz,50.0783,18.0072,67.0,False
1728b950-6c0c-417c-a3e3-8f070723754a,Mechnice,50.63,17.85,7.0,False
1734259f-a97c-4c0f-a11a-5b0adeebd6b5,CHORZÓW,,,,True
17488d43-0b65-46c9-80d5-075ae0fbbc44,Opole,50.6751,17.9213,0.0,False
17519ae8-ef00-456e-843a-175c95e9020a,Prudnik,50.3219,17.5772,46.0,False
1756b0a4-a235-4e04-b971-0f3a403f487d,Namysłów,51.0753,17.7208,47.0,False
1757e3bf-e7e5-4ac3-b63a-c211f352d7dc,Nowiny,,,,True
1765cb78-881e-43f9-98b8-3c34e549d210,Kraków,,,,True
176aba31-9b61-4283-8178-27ea4401ba50,NULL,,,,False
176b7e97-90b7-4039-ac77-e36f64b95f36,NULL,,,,False
179095b4-0b8a-4439-883f-827b32392e6b,Chorzów,,,,True
17a91787-99c5-42d1-82f0-e30c4d6e5080,Strzelce Opolskie,50.5106,18.3016,32.0,False
17c20a3d-ff4c-4b34-886e-d7dbf4b89440,Ligota Oleska,50.85,18.35,36.0,False
17caa470-ae57-4076-8700-579379dbe2b5,Cracovia Training Center / SZTUCZNA TRAWA (Rączna 757),,,,True
17d701b5-15ae-412a-b743-d14cdd7c80e7,Dziergowice,50.25,18.28,54.0,False
17e8c050-ce45-4e29-93ba-abd843abc0b0,NULL,,,,False
17f67793-a144-4dfb-9af8-911d1910c773,Chróścice,50.79,17.85,14.0,False
17f6c6da-e325-45a8-9da4-3729c439282f,NULL,,,,False
17fd9e04-2242-4262-9eb1-920a3ec2d1f1,RAKÓW SZTUCZNA MURAWA (Częstochowa),,,,True
183baa3f-510e-4fb0-b371-ec1b4fb40cdb,Tarnów Op.,50.5806,18.095,16.0,False
183e8d6d-7ccb-4541-9e19-fd18d9c227f5,Łambinowice,50.5289,17.53,32.0,False
184b8207-8b8c-4522-aab3-65adcfbab3f7,Kraków,,,,True
186a1861-46b1-4c13-aa6f-68823c1e3508,Byczyna,51.1097,18.2144,53.0,False
18765ddc-bfc3-4c13-945c-e442d2166aed,KIETRZ,50.0783,18.0072,67.0,False
1878f486-a679-43a4-87bc-1ace6b25334d,NULL,,,,False
